cell_id,lon,lat,LST_celsius,NDVI,albedo,builtup,esa_landcover,osm_road_density,osm_bldg_coverage,osm_green_coverage,humidity,wind_speed,air_temp_max,air_temp_min,pop_density,road_density,dist_to_water,wind_obstruction,bldg_height_idx,impervious_pct,heat_load_idx,neighborhood
72.7700_19.1000,72.77207200888039,19.102225359159565,28.44408488000002,-0.1,0.0971293,0,80,0.0,0.0,0.0,68.7,25.7,31.8,24.4,0.0,0.0,1603.4247344816908,0.1433333333333333,0.0,1.0,0.8,Andheri
72.7700_19.1050,72.77207200888039,19.10761525086428,28.890136490000003,-0.1,0.0955813,0,80,0.0,0.0,0.0,66.5,22.5,31.8,23.4,0.0,0.0,412.44280333276447,0.25,0.0,1.0,0.8,Andheri
72.7700_19.1100,72.77207200888039,19.11210682728488,28.847411239999985,-0.1,0.0966607,0,80,0.0,0.0,0.0,65.9,24.5,35.5,24.9,0.0,0.0,319.03435092666393,0.18333333333333335,0.0,1.0,0.7822423224612612,Andheri
72.7700_19.1150,72.77207200888039,19.117496718989596,28.74316163000003,-0.1,0.0988751,0,80,0.0,0.0,0.0,68.0,22.1,34.2,23.8,0.0,0.0,3755.93397268453,0.2633333333333333,0.0,1.0,0.8150219890901462,Andheri
72.7700_19.1200,72.77207200888039,19.122886610694316,28.714108460000006,-0.1,0.09983809999999999,0,80,0.0,0.0,0.0,69.0,25.3,32.2,24.9,0.0,0.0,161.04992805568767,0.15666666666666662,0.0,1.0,0.8,Andheri
72.7700_19.1250,72.77207200888039,19.127378187114914,28.929443720000023,-0.1,0.1075037,0,80,0.0,0.0,0.0,69.2,22.0,34.9,24.5,0.0,0.0,1057.7018376147264,0.2666666666666667,0.0,1.0,0.8005691516236633,Andheri
72.7700_19.1300,72.77207200888039,19.13276807881963,28.81664906000003,-0.1,0.100534,0,80,0.0,0.0,0.0,65.7,24.0,32.7,25.1,0.0,0.0,374.3329033357877,0.19999999999999996,0.0,1.0,0.8,Andheri
72.7700_19.1350,72.77207200888039,19.13725965524023,28.36205240000001,-0.1,0.1037628,0,80,0.0,0.0,0.0,66.1,24.8,34.6,25.0,0.0,0.0,59.56199057079998,0.17333333333333334,0.0,1.0,0.8,Andheri
72.7750_18.8900,72.7774619005851,18.892917897959716,27.743390780000027,-0.1,0.0918994,0,80,0.0,0.0,0.0,63.9,24.2,36.1,25.3,0.0,0.0,55.025258416990646,0.19333333333333336,0.0,1.0,0.8328675631160907,Worli
72.7750_18.8950,72.7774619005851,18.897409474380314,28.117663970000024,-0.1,0.09770235,0,80,0.0,0.0,0.0,62.8,23.4,31.5,23.0,0.0,0.0,288.9611151874903,0.22000000000000008,0.0,1.0,0.8072129578287159,Worli
72.7750_18.9000,72.7774619005851,18.90279936608503,28.163807239999983,-0.1,0.09436415000000001,0,80,0.0,0.0,0.0,71.7,23.3,33.7,24.6,0.0,0.0,3023.521472806084,0.22333333333333327,0.0,1.0,0.8,Worli
72.7750_18.9050,72.7774619005851,18.90729094250563,28.07322971000002,-0.1,0.09484310000000001,0,80,0.0,0.0,0.0,66.5,22.6,31.7,24.5,0.0,0.0,497.92906000207415,0.2466666666666666,0.0,1.0,0.8,Worli
72.7750_18.9100,72.7774619005851,18.912680834210345,28.18089734000003,-0.1,0.0957766,0,80,0.0,0.0,0.0,65.8,23.8,32.6,23.4,0.0,0.0,4507.437168803639,0.20666666666666667,0.0,1.0,0.800360337440889,Worli
72.7750_18.9150,72.7774619005851,18.917172410630943,28.380851510000014,-0.1,0.09648680000000001,0,80,0.0,0.0,0.0,64.5,23.7,34.3,25.3,0.0,0.0,1307.0559737607957,0.21000000000000008,0.0,1.0,0.8094526069168682,Worli
72.7750_18.9200,72.7774619005851,18.92256230233566,28.216786549999995,-0.1,0.0930088,0,80,0.0,0.0,0.0,61.5,23.7,34.7,22.9,0.0,0.0,860.6859147226315,0.21000000000000008,0.0,1.0,0.7981370433376045,Worli
72.7750_18.9250,72.7774619005851,18.927053878756258,28.25438477000003,-0.1,0.0924059,0,80,0.0,0.0,0.0,64.7,22.2,33.6,23.8,0.0,0.0,1301.5681517911548,0.26,0.0,0.9925345275940592,0.8088651565145704,Worli
72.7750_18.9300,72.7774619005851,18.932443770460978,28.00828733000003,-0.1,0.09498285,0,80,0.0,0.0,0.0,66.4,24.9,35.2,23.3,0.0,0.0,1090.67153849263,0.17000000000000004,0.0,1.0,0.8,Worli
72.7750_18.9350,72.7774619005851,18.937833662165694,27.958726040000016,-0.1,0.09148645,0,80,0.0,0.0,0.0,67.4,25.9,33.1,26.3,0.0,0.0,2133.0455528240223,0.13666666666666671,0.0,1.0,0.8,Worli
72.7750_18.9400,72.7774619005851,18.942325238586292,28.074938720000034,-0.1,0.09355364999999999,0,80,0.0,0.0,0.0,59.9,20.7,32.6,24.8,0.0,0.0,497.96527259808965,0.31000000000000005,0.0,1.0,0.8,Worli
